Assembly	K|Best match locus	K|Match confidence	K|Coverage	K|Identity	OC|Best match locus	OC|Match confidence	OC|Coverage	OC|Identity
GCF_002212685.1	KL22	Good	99.92%	100.00%	OCL1	Good	100.00%	98.12%
GCF_002212715.1	KL22	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_008726135.1	KL22	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000453305.1	KL22	Good	100.00%	99.67%	OCL1	Good	100.00%	97.29%
GCF_000453325.1	KL22	Good	100.00%	99.76%	OCL3	Good	100.00%	97.69%
GCF_000682115.1	KL2	Good	100.00%	99.89%	OCL1	Very high	100.00%	98.16%
GCF_001416465.1	KL22	None	96.21%	99.67%	OCL1	Good	99.36%	98.11%
GCF_016506135.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_016506215.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002144725.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000809385.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810545.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000811185.3	KL2	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_003948875.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001541035.2	KL2	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_000589755.1	KL2	Good	100.00%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_000682075.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002416395.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002416435.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_015627385.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000810365.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_015356135.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_007999945.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_015731985.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_001864475.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_017169465.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005819545.1	KL3	Good	99.60%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_005786235.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001680425.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001862235.1	KL3	Very high	100.00%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_009753745.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005784755.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_900493395.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_900496905.1	KL3	Good	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005819405.1	KL3	Good	99.31%	98.83%	OCL1	Very high	100.00%	98.12%
Aci08	KL6	Very high	100.00%	98.88%	OCL1	Very high	100.00%	98.12%
GCF_010178795.1	KL31	None	87.12%	92.65%	OCL1	Very high	100.00%	98.12%
GCF_000809725.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002028445.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_900494895.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_011602545.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_011603415.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_011602305.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_011601925.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_011745885.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_011601735.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_010178625.1	KL9	Very high	100.00%	98.80%	OCL1	Very high	100.00%	98.12%
GCF_010499705.1	KL9	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_001874915.1	KL9	Very high	100.00%	98.82%	OCL1	High	100.00%	98.12%
GCF_012935145.1	KL9	Very high	100.00%	98.80%	OCL1	Very high	100.00%	98.12%
GCF_003352535.1	KL9	Very high	100.00%	98.82%	OCL1	Very high	100.00%	98.11%
GCF_006369795.1	KL9	Very high	100.00%	98.78%	OCL1	Very high	100.00%	98.12%
GCF_006369845.1	KL9	Very high	100.00%	98.79%	OCL1	Very high	100.00%	98.12%
GCF_005819265.1	KL9	Good	100.00%	99.57%	OCL1	Very high	100.00%	98.12%
GCF_006492155.1	KL49	Very high	100.00%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_009737505.1	KL49	Very high	100.00%	99.98%	OCL1	Good	100.00%	98.12%
GCF_009760315.1	KL4	Very high	100.00%	99.36%	OCL1	Very high	100.00%	98.12%
GCF_017897325.1	KL9	Good	96.18%	98.72%	OCL1	Very high	100.00%	98.12%
GCF_900494765.1	KL49	Good	100.00%	99.45%	OCL1	Very high	100.00%	98.12%
GCF_002762155.1	KL34	Very high	100.00%	100.00%	OCL1	High	100.00%	98.12%
GCF_002950495.2	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003591615.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003948535.2	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003949595.2	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001902375.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_017098245.1	KL34	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_017098265.1	KL34	High	100.00%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_003356145.1	KL34	Very high	100.00%	99.96%	OCL1	Good	100.00%	97.50%
GCF_001861745.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_004209715.1	KL34	Low	95.10%	98.72%	OCL1	Very high	100.00%	98.12%
GCF_003356225.1	KL34	Very high	100.00%	99.96%	OCL1	Good	100.00%	98.12%
GCF_009736845.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737245.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736345.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_003955435.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_003955485.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_003953975.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737795.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737525.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001862065.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001863775.1	KL9	Good	95.75%	94.41%	OCL1	Very high	100.00%	98.12%
GCF_001863345.1	KL9	Good	95.75%	94.41%	OCL1	Very high	100.00%	98.05%
GCF_001864045.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001864455.1	KL9	Good	95.75%	94.41%	OCL1	Very high	100.00%	98.12%
GCF_003954315.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009735965.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736645.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736445.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737345.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001680265.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001862775.1	KL9	Good	95.75%	94.41%	OCL1	Very high	100.00%	98.12%
GCF_014560275.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001680225.1	KL9	Good	100.00%	98.68%	OCL1	Very high	100.00%	98.12%
GCF_001680295.1	KL9	Good	100.00%	98.67%	OCL1	Very high	100.00%	98.12%
GCF_009737565.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_003954415.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736205.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736805.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737895.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737865.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737775.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009738065.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001680115.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001862825.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001864655.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_003953985.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.11%
GCF_003954845.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_003954005.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001543995.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736665.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001863875.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_016350005.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_016350085.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_016350105.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_002082625.2	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001806405.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_002082845.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736505.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001514375.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737375.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737905.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_002762095.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_002762115.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737665.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_001863395.1	KL9	Good	95.75%	94.41%	OCL1	Very high	100.00%	98.05%
GCF_000951165.1	KL9	Good	95.75%	94.28%	OCL1	Very high	100.00%	98.12%
GCF_001855175.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_014560305.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736815.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737475.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736725.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_012272775.1	KL9	Good	95.75%	94.41%	OCL1	Very high	100.00%	98.12%
GCF_002082705.1	KL9	Good	95.75%	94.42%	OCL1	High	100.00%	98.11%
GCF_002082885.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_002082865.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009735865.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737625.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736905.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.11%
GCF_009737295.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737925.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736245.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009736605.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_009737885.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_002072795.1	KL9	Very high	100.00%	98.67%	OCL1	Very high	100.00%	98.12%
GCF_003954085.1	KL14	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003954365.1	KL49	Very high	100.00%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_001862175.1	KL36	None	11.80%	68.60%	OCL1	Very high	100.00%	98.12%
GCF_014560375.1	KL9	Good	95.75%	94.42%	OCL1	Very high	100.00%	98.12%
GCF_000770885.1	KL22	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000966515.1	KL22	Good	99.81%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_001415715.1	KL22	None	98.96%	99.68%	OCL1	Good	100.00%	98.12%
GCF_001415095.1	KL22	Good	99.58%	99.68%	OCL1	Very high	100.00%	98.12%
GCF_000805525.1	KL52	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_009737785.1	KL52	Good	99.91%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_904887515.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_009736925.1	KL52	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_009737985.1	KL52	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_005819425.1	KL52	None	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_006492925.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_012974845.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_005819645.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900495125.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900494915.1	KL52	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_900495425.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002249265.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002249225.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001950215.1	KL42	Good	98.59%	98.38%	OCL1	Good	100.00%	98.11%
GCF_001950295.1	KL42	Good	96.64%	98.35%	OCL1	Good	95.05%	98.00%
GCF_015627285.1	KL42	Very high	100.00%	98.40%	OCL1	Good	100.00%	98.11%
GCF_001950085.1	KL42	Good	99.45%	98.39%	OCL1	Good	99.88%	98.11%
GCF_001541685.1	KL42	Good	99.90%	98.40%	OCL1	Good	99.99%	98.11%
GCF_001949955.1	KL42	Good	95.65%	98.32%	OCL1	Low	94.53%	98.06%
GCF_001541695.1	KL42	Very high	100.00%	98.40%	OCL1	Good	100.00%	98.11%
GCF_001950195.1	KL42	Good	99.66%	98.39%	OCL1	Good	100.00%	98.11%
GCF_003863935.1	KL42	Very high	100.00%	98.40%	OCL1	Good	100.00%	98.11%
GCF_001541525.1	KL42	Very high	100.00%	98.40%	OCL1	Good	100.00%	98.11%
GCF_001708025.1	KL42	Very high	100.00%	98.40%	OCL1	Good	100.00%	98.11%
GCF_001949935.1	KL42	Good	98.35%	98.37%	OCL1	Good	99.61%	98.12%
GCF_001949965.1	KL42	Good	95.97%	98.33%	OCL1	Low	93.83%	98.03%
GCF_001707985.1	KL42	Very high	100.00%	98.40%	OCL1	Good	100.00%	98.11%
GCF_001949945.1	KL42	Good	99.66%	98.39%	OCL1	Good	95.33%	98.00%
GCF_001950035.1	KL42	Good	98.80%	98.38%	OCL1	Good	99.24%	98.09%
GCF_001950285.1	KL42	Good	99.15%	98.37%	OCL1	Low	91.27%	98.03%
GCF_005863345.1	KL49	Good	100.00%	99.59%	OCL1	Very high	100.00%	98.12%
GCF_005863385.1	KL49	Good	100.00%	99.59%	OCL1	Very high	100.00%	98.12%
GCF_005863535.1	KL49	Good	96.42%	99.57%	OCL1	Very high	100.00%	98.12%
GCF_000187205.2	KL9	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_006493815.1	KL9	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_003335945.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014560995.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014560625.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014560965.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804875.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000805195.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_000805145.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804645.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804805.1	KL9	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014559955.1	KL9	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_014559965.1	KL9	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_001863905.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356085.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356505.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356635.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.11%
GCF_003355865.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356975.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001863695.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003355845.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005819755.1	KL3	Good	98.92%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_017169435.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_014560655.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_900176715.1	KL3	Very high	100.00%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_013618725.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785115.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_013185265.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785645.1	KL3	Good	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005786095.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
Aci09	KL120	Very high	100.00%	98.63%	OCL1	Very high	100.00%	98.11%
Aci10	KL12	High	100.00%	99.48%	OCL1	Very high	100.00%	98.12%
Aci05	KL34	High	100.00%	97.91%	OCL1	Very high	100.00%	98.12%
GCF_001863015.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_014531415.1	KL32	Good	99.09%	96.97%	OCL1	Very high	100.00%	98.05%
GCF_017169155.1	KL13	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000808945.3	KL2	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002183275.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002143315.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002143685.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002028475.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002143495.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000810145.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000811865.3	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.09%
GCF_000811925.3	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.09%
GCF_002182425.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002014435.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002183765.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.11%
GCF_005785215.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_904886945.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_007999755.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_007999815.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_007113765.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_007999905.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005785985.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005785415.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_003007655.1	KL77	Very high	100.00%	99.99%	OCL1	Good	100.00%	98.12%
GCF_005786185.1	KL77	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_007113795.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005786335.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_003007145.1	KL77	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_005785605.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005785575.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005786065.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005786365.1	KL32	Low	99.97%	99.09%	OCL1	Good	100.00%	98.12%
GCF_005786595.1	KL32	Low	99.97%	99.09%	OCL1	Good	100.00%	98.12%
GCF_014530685.1	KL27	Low	92.93%	98.78%	OCL1	Very high	100.00%	98.12%
GCF_014530795.1	KL27	Good	93.21%	98.78%	OCL1	Very high	100.00%	98.12%
GCF_014530785.1	KL27	Good	93.21%	98.78%	OCL1	Very high	100.00%	98.12%
GCF_014530925.1	KL27	Low	92.84%	98.78%	OCL1	Very high	100.00%	98.12%
GCF_014531645.1	KL27	Low	92.29%	98.78%	OCL1	Very high	100.00%	98.12%
GCF_010500515.1	KL120	Very high	100.00%	98.84%	OCL1	Good	100.00%	98.12%
GCF_900157405.1	KL47	Good	100.00%	99.23%	OCL1	Very high	100.00%	98.12%
GCF_002184085.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002138345.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002184055.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002137345.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002137815.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002145055.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002138115.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002183585.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002142995.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002017685.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_016506305.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_000939425.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003948505.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809305.3	KL2	Low	91.74%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810565.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000516095.1	KL2	Very high	100.00%	100.00%	OCL1	High	100.00%	98.12%
GCF_000515695.1	KL2	Good	99.81%	99.99%	OCL1	Good	100.00%	98.12%
GCF_001414645.1	KL2	Good	99.32%	100.00%	OCL1	Good	100.00%	98.12%
GCF_010587575.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_015356155.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003954235.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001861865.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_009753885.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_014889445.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_014893605.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900477965.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809065.3	KL2	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_000811365.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810625.2	KL2	Good	99.97%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_000359725.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000580375.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014705785.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003336075.1	KL2	Low	92.85%	99.96%	OCL1	Very high	100.00%	98.12%
GCF_004799205.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001432755.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000820665.1	KL32	None	55.90%	91.40%	OCL1	Very high	100.00%	98.12%
GCF_000820685.1	KL32	None	59.49%	93.29%	OCL1	Very high	100.00%	98.12%
GCF_000723145.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_006369815.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_014559925.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001861435.1	KL7	Very high	100.00%	99.54%	OCL1	Very high	100.00%	98.12%
