assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	strain	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_000808785.3	PRJNA224116	SAMN03268803	JWRT00000000.3	na	470	470	Acinetobacter baumannii	ABUH4837		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH4837	JCVI	GCA_000808785.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/785/GCF_000808785.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH4837			na
GCF_000808815.3	PRJNA224116	SAMN03268804	JWRV00000000.3	na	470	470	Acinetobacter baumannii	ABUH60486		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH60486	JCVI	GCA_000808815.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/815/GCF_000808815.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH60486			na
GCF_000808845.3	PRJNA224116	SAMN03268800	JWRW00000000.3	na	470	470	Acinetobacter baumannii	ABUH319118		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH319118	JCVI	GCA_000808845.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/845/GCF_000808845.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH319118			na
GCF_000808885.3	PRJNA224116	SAMN03268798	JWRY00000000.3	na	470	470	Acinetobacter baumannii	ABUH497144		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH497144	JCVI	GCA_000808885.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/885/GCF_000808885.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH497144			na
GCF_000808905.3	PRJNA224116	SAMN03268796	JWSA00000000.3	na	470	470	Acinetobacter baumannii	ABUH504238		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH504238	JCVI	GCA_000808905.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/905/GCF_000808905.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH504238			na
GCF_000808925.3	PRJNA224116	SAMN03268797	JWSB00000000.3	na	470	470	Acinetobacter baumannii	ABUH80286		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH80286	JCVI	GCA_000808925.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/925/GCF_000808925.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH80286			na
GCF_000808945.3	PRJNA224116	SAMN03268805	JWSC00000000.3	na	470	470	Acinetobacter baumannii	ABUH518307		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH518307	JCVI	GCA_000808945.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/945/GCF_000808945.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH518307			na
GCF_000808985.3	PRJNA224116	SAMN03268806	JWSE00000000.3	na	470	470	Acinetobacter baumannii	ABUH463346		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH463346	JCVI	GCA_000808985.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/808/985/GCF_000808985.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH463346			na
GCF_000809005.3	PRJNA224116	SAMN03268809	JWSF00000000.3	na	470	470	Acinetobacter baumannii	ABUH304350		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH304350	JCVI	GCA_000809005.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/005/GCF_000809005.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH304350			na
GCF_000809045.3	PRJNA224116	SAMN03268807	JWSH00000000.3	na	470	470	Acinetobacter baumannii	ABUH304352		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH304352	JCVI	GCA_000809045.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/045/GCF_000809045.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH304352			na
GCF_000809065.3	PRJNA224116	SAMN03268811	JWSI00000000.3	na	470	470	Acinetobacter baumannii	ABUH524354		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH524354	JCVI	GCA_000809065.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/065/GCF_000809065.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH524354			na
GCF_000809085.3	PRJNA224116	SAMN03268808	JWSJ00000000.3	na	470	470	Acinetobacter baumannii	ABUH404571		latest	Contig	Major	Full	2015/08/31	Velvet assembly of Acinetobacter baumannii ABUH404571	JCVI	GCA_000809085.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/085/GCF_000809085.3_Velvet_assembly_of_Acinetobacter_baumannii_ABUH404571			na
GCF_000809205.3	PRJNA224116	SAMN03084746	JWYA00000000.3	na	470	470	Acinetobacter baumannii	UH243_66		latest	Contig	Major	Full	2015/08/07	ASM80920v3	JCVI	GCA_000809205.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/205/GCF_000809205.3_ASM80920v3			na
GCF_000809215.3	PRJNA224116	SAMN03084745	JWYB00000000.3	na	470	470	Acinetobacter baumannii	UH487_64		latest	Contig	Major	Full	2015/08/10	ASM80921v3	JCVI	GCA_000809215.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/215/GCF_000809215.3_ASM80921v3			na
GCF_000809225.3	PRJNA224116	SAMN03084744	JWYC00000000.3	na	470	470	Acinetobacter baumannii	UH487_63		latest	Contig	Major	Full	2015/08/10	ASM80922v3	JCVI	GCA_000809225.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/225/GCF_000809225.3_ASM80922v3			na
GCF_000809235.3	PRJNA224116	SAMN03084730	JWYQ00000000.3	na	470	470	Acinetobacter baumannii	UH348_27		latest	Contig	Major	Full	2015/08/10	ASM80923v3	JCVI	GCA_000809235.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/235/GCF_000809235.3_ASM80923v3			na
GCF_000809285.3	PRJNA224116	SAMN03084803	JWVZ00000000.3	na	470	470	Acinetobacter baumannii	UH184_310		latest	Contig	Major	Full	2015/08/07	ASM80928v3	JCVI	GCA_000809285.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/285/GCF_000809285.3_ASM80928v3			na
GCF_000809305.3	PRJNA224116	SAMN03084742	JWYE00000000.3	na	470	470	Acinetobacter baumannii	UH455_61		latest	Contig	Major	Full	2015/08/10	ASM80930v3	JCVI	GCA_000809305.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/305/GCF_000809305.3_ASM80930v3			na
GCF_000809325.3	PRJNA224116	SAMN03084800	JWWC00000000.3	na	470	470	Acinetobacter baumannii	UH507_300		latest	Contig	Major	Full	2015/08/10	ASM80932v3	JCVI	GCA_000809325.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/325/GCF_000809325.3_ASM80932v3			na
GCF_000809345.3	PRJNA224116	SAMN03084743	JWYD00000000.3	na	470	470	Acinetobacter baumannii	UH455_62		latest	Contig	Major	Full	2015/08/10	ASM80934v3	JCVI	GCA_000809345.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/345/GCF_000809345.3_ASM80934v3			na
GCF_000809365.3	PRJNA224116	SAMN03084816	JWVN00000000.3	na	470	470	Acinetobacter baumannii	UH532_386		latest	Contig	Major	Full	2015/08/10	ASM80936v3	JCVI	GCA_000809365.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/365/GCF_000809365.3_ASM80936v3			na
GCF_000809385.3	PRJNA224116	SAMN03084734	JWYM00000000.3	na	470	470	Acinetobacter baumannii	UH487_41		latest	Contig	Major	Full	2015/08/10	ASM80938v3	JCVI	GCA_000809385.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/385/GCF_000809385.3_ASM80938v3			na
GCF_000809405.3	PRJNA224116	SAMN03084727	JWYT00000000.3	na	470	470	Acinetobacter baumannii	UH348_13		latest	Contig	Major	Full	2015/08/10	ASM80940v3	JCVI	GCA_000809405.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/405/GCF_000809405.3_ASM80940v3			na
GCF_000809425.3	PRJNA224116	SAMN03084733	JWYN00000000.3	na	470	470	Acinetobacter baumannii	UH315_39		latest	Contig	Major	Full	2015/08/07	ASM80942v3	JCVI	GCA_000809425.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/425/GCF_000809425.3_ASM80942v3			na
GCF_000809445.3	PRJNA224116	SAMN03084732	JWYO00000000.3	na	470	470	Acinetobacter baumannii	UH455_38		latest	Contig	Major	Full	2015/08/10	ASM80944v3	JCVI	GCA_000809445.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/445/GCF_000809445.3_ASM80944v3			na
GCF_000809465.3	PRJNA224116	SAMN03084735	JWYL00000000.3	na	470	470	Acinetobacter baumannii	UH243_43		latest	Contig	Major	Full	2015/08/07	ASM80946v3	JCVI	GCA_000809465.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/465/GCF_000809465.3_ASM80946v3			na
GCF_000809485.3	PRJNA224116	SAMN03084817	JWVM00000000.3	na	470	470	Acinetobacter baumannii	UH532_387		latest	Contig	Major	Full	2015/08/10	ASM80948v3	JCVI	GCA_000809485.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/485/GCF_000809485.3_ASM80948v3			na
GCF_000809505.3	PRJNA224116	SAMN03084736	JWYK00000000.3	na	470	470	Acinetobacter baumannii	UH17_52		latest	Contig	Major	Full	2015/08/07	ASM80950v3	JCVI	GCA_000809505.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/505/GCF_000809505.3_ASM80950v3			na
GCF_000809525.3	PRJNA224116	SAMN03084747	JWXZ00000000.3	na	470	470	Acinetobacter baumannii	UH243_68		latest	Contig	Major	Full	2015/08/07	ASM80952v3	JCVI	GCA_000809525.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/525/GCF_000809525.3_ASM80952v3			na
GCF_000809545.3	PRJNA224116	SAMN03084748	JWXY00000000.3	na	470	470	Acinetobacter baumannii	UH243_73		latest	Contig	Major	Full	2015/08/07	ASM80954v3	JCVI	GCA_000809545.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/545/GCF_000809545.3_ASM80954v3			na
GCF_000809565.3	PRJNA224116	SAMN03084749	JWXX00000000.3	na	470	470	Acinetobacter baumannii	UH487_78		latest	Contig	Major	Full	2015/08/10	ASM80956v3	JCVI	GCA_000809565.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/565/GCF_000809565.3_ASM80956v3			na
GCF_000809585.3	PRJNA224116	SAMN03084750	JWXW00000000.3	na	470	470	Acinetobacter baumannii	UH280_81		latest	Contig	Major	Full	2015/08/06	ASM80958v3	JCVI	GCA_000809585.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/585/GCF_000809585.3_ASM80958v3			na
GCF_000809605.3	PRJNA224116	SAMN03084751	JWXV00000000.3	na	470	470	Acinetobacter baumannii	UH236_84		latest	Contig	Major	Full	2015/08/06	ASM80960v3	JCVI	GCA_000809605.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/605/GCF_000809605.3_ASM80960v3			na
GCF_000809625.3	PRJNA224116	SAMN03084752	JWXU00000000.3	na	470	470	Acinetobacter baumannii	UH236_85		latest	Contig	Major	Full	2015/08/06	ASM80962v3	JCVI	GCA_000809625.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/625/GCF_000809625.3_ASM80962v3			na
GCF_000809645.3	PRJNA224116	SAMN03084753	JWXT00000000.3	na	470	470	Acinetobacter baumannii	UH236_87		latest	Contig	Major	Full	2015/08/06	ASM80964v3	JCVI	GCA_000809645.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/645/GCF_000809645.3_ASM80964v3			na
GCF_000809665.3	PRJNA224116	SAMN03084754	JWXS00000000.3	na	470	470	Acinetobacter baumannii	UH280_92		latest	Contig	Major	Full	2015/08/06	ASM80966v3	JCVI	GCA_000809665.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/665/GCF_000809665.3_ASM80966v3			na
GCF_000809685.3	PRJNA224116	SAMN03084819	JWVK00000000.3	na	470	470	Acinetobacter baumannii	UH532_392		latest	Contig	Major	Full	2015/08/10	ASM80968v3	JCVI	GCA_000809685.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/685/GCF_000809685.3_ASM80968v3			na
GCF_000809705.3	PRJNA224116	SAMN03084820	JWVJ00000000.3	na	470	470	Acinetobacter baumannii	UH129_404		latest	Contig	Major	Full	2015/08/06	ASM80970v3	JCVI	GCA_000809705.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/705/GCF_000809705.3_ASM80970v3			na
GCF_000809725.3	PRJNA224116	SAMN03084821	JWVI00000000.3	na	470	470	Acinetobacter baumannii	UH129_408		latest	Contig	Major	Full	2015/08/06	ASM80972v3	JCVI	GCA_000809725.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/725/GCF_000809725.3_ASM80972v3			na
GCF_000809745.3	PRJNA224116	SAMN03084822	JWVH00000000.3	na	470	470	Acinetobacter baumannii	UH129_409		latest	Contig	Major	Full	2015/08/06	ASM80974v3	JCVI	GCA_000809745.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/745/GCF_000809745.3_ASM80974v3			na
GCF_000809765.3	PRJNA224116	SAMN03084823	JWVG00000000.3	na	470	470	Acinetobacter baumannii	UH293_412		latest	Contig	Major	Full	2015/08/07	ASM80976v3	JCVI	GCA_000809765.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/765/GCF_000809765.3_ASM80976v3			na
GCF_000809785.3	PRJNA224116	SAMN03084824	JWVF00000000.3	na	470	470	Acinetobacter baumannii	UH129_415		latest	Contig	Major	Full	2015/08/06	ASM80978v3	JCVI	GCA_000809785.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/785/GCF_000809785.3_ASM80978v3			na
GCF_000809805.3	PRJNA224116	SAMN03084825	JWVE00000000.3	na	470	470	Acinetobacter baumannii	UH535_418		latest	Contig	Major	Full	2015/08/10	ASM80980v3	JCVI	GCA_000809805.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/805/GCF_000809805.3_ASM80980v3			na
GCF_000809825.3	PRJNA224116	SAMN03084826	JWVD00000000.3	na	470	470	Acinetobacter baumannii	UH535_419		latest	Contig	Major	Full	2015/08/10	ASM80982v3	JCVI	GCA_000809825.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/825/GCF_000809825.3_ASM80982v3			na
GCF_000809845.3	PRJNA224116	SAMN03084827	JWVC00000000.3	na	470	470	Acinetobacter baumannii	UH535_423		latest	Contig	Major	Full	2015/08/10	ASM80984v3	JCVI	GCA_000809845.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/845/GCF_000809845.3_ASM80984v3			na
GCF_000809865.3	PRJNA224116	SAMN03084828	JWVB00000000.3	na	470	470	Acinetobacter baumannii	UH106_429		latest	Contig	Major	Full	2015/08/06	ASM80986v3	JCVI	GCA_000809865.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/865/GCF_000809865.3_ASM80986v3			na
GCF_000809885.2	PRJNA224116	SAMN03084829	JWVA00000000.3	na	470	470	Acinetobacter baumannii	UH225_433		latest	Contig	Major	Full	2015/08/07	ASM80988v3	JCVI	GCA_000809885.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/885/GCF_000809885.2_ASM80988v3			na
GCF_000809905.3	PRJNA224116	SAMN03084830	JWUZ00000000.3	na	470	470	Acinetobacter baumannii	UH106_440		latest	Contig	Major	Full	2015/08/06	ASM80990v3	JCVI	GCA_000809905.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/905/GCF_000809905.3_ASM80990v3			na
GCF_000809925.3	PRJNA224116	SAMN03084831	JWUY00000000.3	na	470	470	Acinetobacter baumannii	UH384_444		latest	Contig	Major	Full	2015/08/10	ASM80992v3	JCVI	GCA_000809925.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/925/GCF_000809925.3_ASM80992v3			na
GCF_000809945.1	PRJNA224116	SAMN03084832	JWUX00000000.3	na	470	470	Acinetobacter baumannii	UH326_445		latest	Contig	Major	Full	2015/08/07	ASM80994v3	JCVI	GCA_000809945.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/945/GCF_000809945.1_ASM80994v3			na
GCF_000809965.3	PRJNA224116	SAMN03084833	JWUW00000000.3	na	470	470	Acinetobacter baumannii	UH106_447		latest	Contig	Major	Full	2015/08/06	ASM80996v3	JCVI	GCA_000809965.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/965/GCF_000809965.3_ASM80996v3			na
GCF_000809985.3	PRJNA224116	SAMN03084835	JWUU00000000.3	na	470	470	Acinetobacter baumannii	UH81_452		latest	Contig	Major	Full	2015/08/10	ASM80998v3	JCVI	GCA_000809985.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/809/985/GCF_000809985.3_ASM80998v3			na
GCF_000810005.3	PRJNA224116	SAMN03084834	JWUV00000000.3	na	470	470	Acinetobacter baumannii	UH384_450		latest	Contig	Major	Full	2015/08/10	ASM81000v3	JCVI	GCA_000810005.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/005/GCF_000810005.3_ASM81000v3			na
GCF_000810025.3	PRJNA224116	SAMN03084837	JWUT00000000.3	na	470	470	Acinetobacter baumannii	UH430_459		latest	Contig	Major	Full	2015/08/10	ASM81002v3	JCVI	GCA_000810025.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/025/GCF_000810025.3_ASM81002v3			na
GCF_000810045.3	PRJNA224116	SAMN03084838	JWUS00000000.3	na	470	470	Acinetobacter baumannii	UH326_461		latest	Contig	Major	Full	2015/08/07	ASM81004v3	JCVI	GCA_000810045.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/045/GCF_000810045.3_ASM81004v3			na
GCF_000810065.3	PRJNA224116	SAMN03084839	JWUR00000000.3	na	470	470	Acinetobacter baumannii	UH17_465		latest	Contig	Major	Full	2015/08/07	ASM81006v3	JCVI	GCA_000810065.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/065/GCF_000810065.3_ASM81006v3			na
GCF_000810085.3	PRJNA224116	SAMN03084787	JWWM00000000.3	na	470	470	Acinetobacter baumannii	UH370_269		latest	Contig	Major	Full	2015/08/10	ASM81008v3	JCVI	GCA_000810085.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/085/GCF_000810085.3_ASM81008v3			na
GCF_000810125.3	PRJNA224116	SAMN03084790	JWWK00000000.3	na	470	470	Acinetobacter baumannii	UH66_276		latest	Contig	Major	Full	2015/08/10	ASM81012v3	JCVI	GCA_000810125.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/125/GCF_000810125.3_ASM81012v3			na
GCF_000810145.3	PRJNA224116	SAMN03084791	JWWJ00000000.3	na	470	470	Acinetobacter baumannii	UH71_277		latest	Contig	Major	Full	2015/08/10	ASM81014v3	JCVI	GCA_000810145.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/145/GCF_000810145.3_ASM81014v3			na
GCF_000810165.3	PRJNA224116	SAMN03084792	JWWI00000000.3	na	470	470	Acinetobacter baumannii	UH71_278		latest	Contig	Major	Full	2015/08/10	ASM81016v3	JCVI	GCA_000810165.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/165/GCF_000810165.3_ASM81016v3			na
GCF_000810185.3	PRJNA224116	SAMN03084793	JWWH00000000.3	na	470	470	Acinetobacter baumannii	UH71_279		latest	Contig	Major	Full	2015/08/10	ASM81018v3	JCVI	GCA_000810185.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/185/GCF_000810185.3_ASM81018v3			na
GCF_000810205.3	PRJNA224116	SAMN03084794	JWWG00000000.3	na	470	470	Acinetobacter baumannii	UH514_287		latest	Contig	Major	Full	2015/08/27	Velvet assembly of Acinetobacter baumannii UH514_287	JCVI	GCA_000810205.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/205/GCF_000810205.3_Velvet_assembly_of_Acinetobacter_baumannii_UH514_287			na
GCF_000810245.3	PRJNA224116	SAMN03084805	JWVX00000000.3	na	470	470	Acinetobacter baumannii	UH299_338		latest	Contig	Major	Full	2015/08/07	ASM81024v3	JCVI	GCA_000810245.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/245/GCF_000810245.3_ASM81024v3			na
GCF_000810265.3	PRJNA224116	SAMN03084806	JWVW00000000.3	na	470	470	Acinetobacter baumannii	UH299_341		latest	Contig	Major	Full	2015/08/07	ASM81026v3	JCVI	GCA_000810265.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/265/GCF_000810265.3_ASM81026v3			na
GCF_000810285.3	PRJNA224116	SAMN03084807	JWVV00000000.3	na	470	470	Acinetobacter baumannii	UH299_342		latest	Contig	Major	Full	2015/08/07	ASM81028v3	JCVI	GCA_000810285.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/285/GCF_000810285.3_ASM81028v3			na
GCF_000810305.3	PRJNA224116	SAMN03084808	JWVU00000000.3	na	470	470	Acinetobacter baumannii	UH189_348		latest	Contig	Major	Full	2015/08/07	ASM81030v3	JCVI	GCA_000810305.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/305/GCF_000810305.3_ASM81030v3			na
GCF_000810325.3	PRJNA224116	SAMN03084809	JWVT00000000.3	na	470	470	Acinetobacter baumannii	UH189_349		latest	Contig	Major	Full	2015/08/07	ASM81032v3	JCVI	GCA_000810325.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/325/GCF_000810325.3_ASM81032v3			na
GCF_000810345.3	PRJNA224116	SAMN03084810	JWVS00000000.3	na	470	470	Acinetobacter baumannii	UH189_355		latest	Contig	Major	Full	2015/08/07	ASM81034v3	JCVI	GCA_000810345.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/345/GCF_000810345.3_ASM81034v3			na
GCF_000810365.3	PRJNA224116	SAMN03084812	JWVR00000000.3	na	470	470	Acinetobacter baumannii	UH81_364		latest	Contig	Major	Full	2015/08/10	ASM81036v3	JCVI	GCA_000810365.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/365/GCF_000810365.3_ASM81036v3			na
GCF_000810385.3	PRJNA224116	SAMN03084813	JWVQ00000000.3	na	470	470	Acinetobacter baumannii	UH81_366		latest	Contig	Major	Full	2015/08/10	ASM81038v3	JCVI	GCA_000810385.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/385/GCF_000810385.3_ASM81038v3			na
GCF_000810405.3	PRJNA224116	SAMN03084818	JWVL00000000.3	na	470	470	Acinetobacter baumannii	UH81_389		latest	Contig	Major	Full	2015/08/10	ASM81040v3	JCVI	GCA_000810405.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/405/GCF_000810405.3_ASM81040v3			na
GCF_000810425.3	PRJNA224116	SAMN03084814	JWVP00000000.3	na	470	470	Acinetobacter baumannii	UH293_373		latest	Contig	Major	Full	2015/08/07	ASM81042v3	JCVI	GCA_000810425.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/425/GCF_000810425.3_ASM81042v3			na
GCF_000810445.3	PRJNA224116	SAMN03084815	JWVO00000000.3	na	470	470	Acinetobacter baumannii	UH293_377		latest	Contig	Major	Full	2015/08/07	ASM81044v3	JCVI	GCA_000810445.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/445/GCF_000810445.3_ASM81044v3			na
GCF_000810465.3	PRJNA224116	SAMN03084729	JWYR00000000.3	na	470	470	Acinetobacter baumannii	UH348_25		latest	Contig	Major	Full	2015/08/10	ASM81046v3	JCVI	GCA_000810465.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/465/GCF_000810465.3_ASM81046v3			na
GCF_000810485.3	PRJNA224116	SAMN03084795	JWWF00000000.3	na	470	470	Acinetobacter baumannii	UH514_288		latest	Contig	Major	Full	2015/08/10	ASM81048v3	JCVI	GCA_000810485.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/485/GCF_000810485.3_ASM81048v3			na
GCF_000810505.3	PRJNA224116	SAMN03084728	JWYS00000000.3	na	470	470	Acinetobacter baumannii	UH243_14		latest	Contig	Major	Full	2015/08/07	ASM81050v3	JCVI	GCA_000810505.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/810/505/GCF_000810505.3_ASM81050v3			na
